artist_name,track_name,release_date,genre,len
mukesh,mohabbat bhi jhoothi,1950,Pop,95
frankie laine,i believe,1950,Pop,51
johnnie ray,cry,1950,Pop,24
pérez prado,patricia,1950,Pop,54
giorgos papadopoulos,apopse eida oneiro,1950,Pop,48
perry como,round and round (with mitchell ayres and his orchestra & the ray charles singers),1950,Pop,98
freestyle,opm medley: when i met you,1950,Pop,179
johnny mathis,it's not for me to say,1950,Pop,21
stélios kazantzídis,klapse me mana klapse me,1950,Pop,30
stélios kazantzídis,finito la mouzika,1950,Pop,61
liva weel,"drømmer man om den, vågner..",1951,Pop,113
the chordettes,carolina moon,1951,Pop,38
frankie laine,necessary evil,1951,Pop,173
ghantasala,kanugona galano,1951,Pop,73
les paul,the carioca,1951,Pop,60
les paul,chicken reel,1951,Pop,199
les paul,blue skies,1951,Pop,43
les paul,dark eyes,1951,Pop,182
asha bhosle,kotha mukunda,1952,Pop,48
asha bhosle,awaz deta hai sola ka din,1952,Pop,148
mohammed rafi,jahan men log sachhe ashikon ko,1952,Pop,84
ghantasala,avanee nee pathi,1952,Pop,104
ghantasala,ee jagamantha natika,1952,Pop,41
les paul,smoke rings,1952,Pop,35
mukesh,hum tujhse mohabbat kar ke,1952,Pop,73
lata mangeshkar,paas nahin aaiye haath na lagaiye,1952,Pop,18
lata mangeshkar,main na janoon,1952,Pop,38
asha bhosle,gullyachi shapath,1952,Pop,127
lata mangeshkar,judai ki khabar hoti agar,1952,Pop,78
lata mangeshkar,maagata maagata janm gele,1953,Pop,52
lata mangeshkar,chupke chupke (from ''paying guest''),1953,Pop,32
asha bhosle,chahe kitna mujhe tum bulao ji,1953,Pop,15
asha bhosle,tu bol na bol,1953,Pop,79
mukesh,raat andheri door savera,1953,Pop,83
ghantasala,thunintha pin,1953,Pop,87
les paul,i'm sitting on top of the world,1953,Pop,31
les paul,the world is waiting for the sunrise,1953,Pop,25
t. m. soundararajan,ethanai periya,1953,Pop,74
talat mahmood,ansoo to nahin hai ankhon men,1953,Pop,104
andy williams,it's the most wonderful time of the year,1953,Pop,79
lata mangeshkar,chandan ka palna resham ko dori,1954,Pop,19
lata mangeshkar,le chal ri nindiya le chal hamen,1954,Pop,64
frankie laine,after you've gone,1954,Pop,99
asha bhosle,mere hamsafar tujhe kya khabar,1954,Pop,20
sven-bertil taube,viljen i veta (would you like to know?),1954,Pop,53
bobby vinton,blue velvet,1954,Pop,46
los hermanos arriagada,poema,1954,Pop,55
the drifters,the bells of st. mary's,1954,Pop,32
the chordettes,for me and my gal,1954,Pop,18
harry belafonte,mark twain,1954,Pop,64
harry belafonte,the next big river,1954,Pop,112
lata mangeshkar,sitaron ki mehfil saji,1954,Pop,52
a. m. rajah,gopiparivrito,1954,Pop,73
jonah jones,you're the cream in my coffee,1954,Pop,33
lata mangeshkar,kabhi khamosh rahte hain,1955,Pop,73
mohammed rafi,khanke to khanke,1955,Pop,35
johnnie ray,here am i,1955,Pop,25
les paul,brazil,1955,Pop,25
les paul,"baby, won't you please come home",1955,Pop,63
frankie laine,jezebel,1955,Pop,59
bill haley & his comets,two hound dogs,1955,Pop,156
les paul,sleep,1955,Pop,51
lata mangeshkar,mera dil yeh pukare aaja,1955,Pop,40
ted heath,to you my love,1955,Pop,135
ted heath,believe in me,1956,Pop,121
ted heath,take the “a” train,1956,Pop,199
lata mangeshkar,pahuni raghunandan savala,1956,Pop,46
bill haley & his comets,come rock with me,1956,Pop,103
lata mangeshkar,antar mantar jantar,1956,Pop,45
lata mangeshkar,kahan se yeh sholon ka toofan aaya,1956,Pop,41
the platters,temptation,1956,Pop,19
harry belafonte,unchained melody,1956,Pop,37
the platters,on my word of honor,1956,Pop,32
pete yorn,just my imagination (running away with me),1956,Pop,76
the clovers,don't you know i love you,1956,Pop,25
johnny mathis,"love, your magic spell is everywhere",1956,Pop,30
the platters,heart of stone,1956,Pop,49
the platters,have mercy,1956,Pop,50
the platters,you've changed,1956,Pop,39
harry belafonte,i do adore her,1956,Pop,78
jerry vale,"ciao, ciao, bambina",1956,Pop,35
jerry vale,non dimenticar,1956,Pop,40
jerry vale,al di la,1956,Pop,26
harry belafonte,matilda,1956,Pop,92
the clovers,devil or angel,1956,Pop,35
harry belafonte,hosanna,1956,Pop,88
jerry vale,volare (nel blu dipinto di blu),1956,Pop,41
the platters,why should i,1956,Pop,28
johnny mathis,in other words (fly me to the moon),1956,Pop,21
lavern baker,i'll never be free,1956,Pop,37
the platters,remember when,1956,Pop,39
the clovers,love love love,1956,Pop,58
johnny mathis,it might as well be spring,1956,Pop,68
the platters,at your beck and call,1956,Pop,32
the platters,september in the rain,1956,Pop,36
the platters,i give you my word,1956,Pop,28
jerry vale,more,1956,Pop,46
jerry vale,summertime in venice,1956,Pop,31
the clovers,here goes a fool,1956,Pop,156
t. m. soundararajan,chinna kelbyaadve nanna ppuraana,1956,Pop,57
frankie laine,remember me (the girl in the wood),1956,Pop,71
groovie ghoulies,blood beach,1957,Pop,38
ricky nelson,am i blue?,1957,Pop,24
harry belafonte,don't ever love me,1957,Pop,42
harry belafonte,angelique-o,1957,Pop,88
ricky nelson,true love,1957,Pop,14
johnny mathis,by myself,1957,Pop,68
johnny mathis,warm,1957,Pop,40
lata mangeshkar,panchhi banoon udti phiroon,1957,Pop,59
billy vaughn,miss you,1957,Pop,44
eddie cochran,one kiss,1957,Pop,25
johnny mathis,i'm glad there is you,1957,Pop,41
johnny mathis,"baby, baby, baby",1957,Pop,73
eddie cochran,undying love,1957,Pop,18
ricky nelson,your true love,1957,Pop,37
harry belafonte,cu cu ru cu cu paloma,1957,Pop,54
harry belafonte,cordelia brown,1957,Pop,42
andy williams,dear heart,1957,Pop,40
eddie cochran,completely sweet,1957,Pop,73
eddie cochran,sittin' in the balcony,1957,Pop,39
andy williams,a time for us,1957,Pop,36
the chordettes,soft sands,1957,Pop,45
andy williams,(where do i begin) love story,1957,Pop,56
andy williams,canadian sunset,1957,Pop,29
jimmie rodgers,kisses sweeter than wine,1957,Pop,95
the chordettes,eddie my love,1957,Pop,26
the chordettes,come home to my arms,1957,Pop,72
the chordettes,love never changes,1957,Pop,37
mohammed rafi,tumsa nahin dekha,1957,Pop,91
lavern baker,i can't love you enough,1957,Pop,32
ghantasala,choopula kalasina subhavela,1957,Pop,109
eddie cochran,i'm alone because i love you,1957,Pop,11
johnny mathis,i've grown accustomed to her face,1957,Pop,59
andy williams,speak softly love,1957,Pop,44
the chordettes,teen age goodnight,1957,Pop,39
harry belafonte,"love, love alone",1957,Pop,95
the keynotes,now i know,1957,Pop,51
the keynotes,tell me you love me,1957,Pop,175
lavern baker,still,1957,Pop,18
the keynotes,i don't know,1957,Pop,191
pradeep kumar,suno sunaoon tumhen ek kahani,1957,Pop,72
norrie paramor,i'll see you in my dreams,1957,Pop,54
les paul,"i surrender, dear",1957,Pop,36
esquivel!,titulos principio,1957,Pop,72
the platters,in the middle of nowhere,1957,Pop,43
the platters,you are too beautiful,1957,Pop,27
lavern baker,that's all i need,1957,Pop,145
ghantasala,aagaya veedhiyil,1958,Pop,120
the platters,don't blame me,1958,Pop,25
perry como,between the devil and the deep blue sea,1958,Pop,59
perry como,in the garden,1958,Pop,32
perry como,he's got the whole world in his hands,1958,Pop,47
perry como,birth of the blues,1958,Pop,68
johnny mathis,where can i go?,1958,Pop,18
張露,夢斷巫山,1958,Pop,45
張露,你去了那裡,1958,Pop,95
frankie laine,mona lisa,1958,Pop,40
a. m. rajah,inbamae pongumae,1958,Pop,42
t. m. soundararajan,enna vendum,1958,Pop,153
maria koterbska,cowboy jackie,1958,Pop,71
ricky nelson,unchained melody,1958,Pop,26
frankie laine,"rose, rose, i love you",1958,Pop,79
bobby darin,talk to me something,1958,Pop,23
ricky nelson,there goes my baby,1958,Pop,68
the everly brothers,"oh, so many years",1958,Pop,54
johnny mathis,when i am with you,1958,Pop,16
ricky nelson,i'll walk alone,1958,Pop,44
ricky nelson,down the line,1958,Pop,94
billy vaughn,yours,1958,Pop,22
jerry vale,all dressed up with a broken heart,1958,Pop,22
buddy holly,changing all those changes,1958,Pop,32
johnny mathis,no love (but your love),1958,Pop,18
bobby darin,pretty betty,1958,Pop,62
buddy holly,well...all right,1958,Pop,40
johnny mathis,"wonderful, wonderful",1958,Pop,53
buddy holly,i'm gonna love you too,1958,Pop,39
johnny mathis,sleigh ride,1958,Pop,159
johnny mathis,the twelfth of never,1958,Pop,40
jackie wilson,to be loved,1958,Pop,37
johnny mathis,when sunny gets blue,1958,Pop,69
buddy holly,words of love,1958,Pop,22
ricky nelson,poor little fool,1958,Pop,98
frankie laine,high noon,1958,Pop,46
buddy holly,"blue days, black nights",1958,Pop,36
buddy holly,take your time,1958,Pop,22
johnny mathis,winter wonderland,1958,Pop,113
buddy holly,little baby,1958,Pop,18
buddy holly,valley of tears,1958,Pop,27
frankie lymon,diana,1958,Pop,42
the everly brothers,long time gone,1958,Pop,63
the everly brothers,roving gambler,1958,Pop,90
buddy holly,listen to me,1958,Pop,36
buddy holly,you are my one desire,1958,Pop,9
buddy holly,love me,1958,Pop,17
perry como,love letters,1958,Pop,29
the drifters,drifting away from you,1958,Pop,41
the drifters,moonlight bay,1958,Pop,37
the platters,i'll take you home again kathleen,1958,Pop,31
the platters,my serenade,1958,Pop,27
the platters,sleepy time gal,1958,Pop,60
the platters,try a little tenderness,1958,Pop,45
mantovani,"god rest ye merry, gentlemen",1958,Pop,53
jerry vale,all of me,1958,Pop,17
the platters,that old feeling,1958,Pop,32
the platters,for the first time,1958,Pop,33
ricky nelson,believe what you say,1958,Pop,79
ricky nelson,my bucket's got a hole in it,1958,Pop,48
frankie laine,jealousy (jalousie),1958,Pop,44
the platters,it's raining outside,1958,Pop,51
jerry lee lewis,good night irene,1958,Pop,27
johnny mathis,blue christmas,1958,Pop,35
the platters,whispering wind,1958,Pop,51
jackie wilson,as long as i live,1958,Pop,44
jackie wilson,right now!,1958,Pop,53
frankie laine,granada,1958,Pop,49
frankie laine,your cheatin' heart,1958,Pop,45
the platters,but not like you,1958,Pop,24
jackie wilson,danny boy,1958,Pop,39
frankie laine,that's my desire,1958,Pop,31
ricky nelson,don't leave me,1959,Pop,68
jerry vale,"promises, promises",1959,Pop,31
jerry vale,moonglow,1959,Pop,30
neil sedaka,i belong to you,1959,Pop,42
neil sedaka,crying my heart out for you,1959,Pop,37
neil sedaka,moon of gold,1959,Pop,40
neil sedaka,i waited too long,1959,Pop,39
neil sedaka,forty winks away,1959,Pop,40
neil sedaka,no vacancy,1959,Pop,94
ricky nelson,blood from a stone,1959,Pop,37
neil sedaka,going home to mary lou,1959,Pop,128
cliff richard & the shadows,i'm walkin',1959,Pop,44
shirley bassey,i've got you under my skin,1959,Pop,63
neil sedaka,walk with me,1959,Pop,54
neil sedaka,as long as i live,1959,Pop,31
neil sedaka,the same old fool,1959,Pop,32
jackie wilson,love is all,1959,Pop,58
ghantasala,shiva shankari shivananda,1959,Pop,33
lloyd price,i wish your picture was you,1959,Pop,45
johnny mathis,stairway to the sea (scalinatella),1959,Pop,37
johnny mathis,embraceable you,1959,Pop,32
johnny mathis,let's love,1959,Pop,65
tony dallara,oceano,1959,Pop,90
rania,منك بخاف,1959,Pop,93
ira ironstrings,let it snow! let it snow! let it snow!,1959,Pop,78
brenda lee,back in your own back yard,1959,Pop,38
johnny mathis,you better go now,1959,Pop,99
johnny mathis,i'm just a boy in love,1959,Pop,24
johnny mathis,secret love,1959,Pop,51
johnny mathis,where are you?,1959,Pop,74
johnny mathis,faithfully,1959,Pop,20
connie francis,have yourself a merry little christmas,1959,Pop,39
connie francis,i'll be home for christmas,1959,Pop,19
lavern baker,"touch me, lord jesus",1959,Pop,44
jackie wilson,happiness,1959,Pop,15
jackie wilson,"only you, only me",1959,Pop,145
jackie wilson,it's all a part of love,1959,Pop,26
the brothers four,superman,1959,Pop,170
the brothers four,angelique-o,1959,Pop,93
the brothers four,the damsel's lament (i never will marry),1959,Pop,48
johnny mathis,i'll be easy to find,1959,Pop,52
the platters,prisoner of love,1959,Pop,40
the platters,if i didn't care,1959,Pop,45
the flamingos,as time goes by,1959,Pop,115
johnny mathis,when i fall in love,1959,Pop,23
the platters,i'll never smile again,1959,Pop,16
connie francis,mama,1959,Pop,26
ritchie valens,rockin' all night,1959,Pop,64
dion & the belmonts,i got the blues,1959,Pop,72
bobby darin,through a long and sleepless night,1959,Pop,32
ricky nelson,sweeter than you,1959,Pop,19
dion & the belmonts,no one knows,1959,Pop,34
connie francis,non dimenticar,1959,Pop,48
the byrds,turn! turn! turn! (to everything there is a season),1959,Pop,95
simon & garfunkel,mrs. robinson,1959,Pop,71
the brothers four,yellow bird,1959,Pop,37
ritchie valens,stay beside me,1959,Pop,22
dion & the belmonts,just you,1959,Pop,85
neil sedaka,you mean everything to me,1959,Pop,27
fats domino,i'm walkin',1959,Pop,44
jackie wilson,lonely teardrops,1959,Pop,54
neil sedaka,oh! carol,1959,Pop,26
ricky nelson,lonesome town,1959,Pop,34
fats domino,blueberry hill,1959,Pop,24
fats domino,ain't that a shame,1959,Pop,21
the platters,smoke gets in your eyes,1959,Pop,45
dion & the belmonts,a teenager in love,1959,Pop,41
ritchie valens,we belong together,1959,Pop,7
connie francis,winter wonderland,1959,Pop,44
ritchie valens,paddiwack song,1959,Pop,71
esquivel!,boulevard of broken dreams,1959,Pop,50
ricky nelson,it's late,1959,Pop,110
bobby darin,i'll remember april,1959,Pop,26
ritchie valens,my darling is gone,1959,Pop,49
the flamingos,"music, maestro, please!",1959,Pop,40
dion & the belmonts,that's my desire,1959,Pop,32
the clovers,fool fool fool,1959,Pop,36
the clovers,all about you,1959,Pop,159
harry belafonte,the marching saints,1959,Pop,91
neil sedaka,i must be dreaming,1959,Pop,24
ricky nelson,one minute to one,1959,Pop,50
connie francis,you alone,1959,Pop,32
esquivel!,all of me,1959,Pop,47
the platters,love in bloom,1959,Pop,101
neil sedaka,all i need is you,1959,Pop,43
johnny mathis,tonight,1959,Pop,25
johnny mathis,call me,1959,Pop,39
neil sedaka,run samson run,1959,Pop,69
ricky nelson,half breed,1959,Pop,46
connie francis,i have but one heart,1959,Pop,44
brenda lee,baby face,1959,Pop,33
the brothers four,sama kama wacky brown,1959,Pop,65
simon & garfunkel,the sound of silence,1959,Pop,101
neil sedaka,one way ticket,1959,Pop,69
dion & the belmonts,don't pity me,1959,Pop,40
harry belafonte,swing low,1959,Pop,31
neil sedaka,another sleepless night,1959,Pop,53
bobby darin,it ain't necessarily so,1959,Pop,52
johnny mathis,stranger in paradise,1959,Pop,57
bobby darin,that's the way love is,1959,Pop,55
johnny mathis,a ride on a rainbow,1959,Pop,39
johnny mathis,someone,1959,Pop,37
"blood, sweat & tears",you've made me so very happy,1959,Pop,60
jackie wilson,someone to need me (as i need you),1959,Pop,13
ricky nelson,i can't help it (if i'm still in love with you),1959,Pop,33
ricky nelson,it's all in the game,1959,Pop,24
jerry lee lewis,your cheating heart,1960,Pop,25
sam cooke,the japanese farewell song,1960,Pop,35
the brothers four,i am a roving gambler,1960,Pop,72
bobby darin,christmas auld land syne,1960,Pop,58
miriam makeba,"lakutshn, ilanga",1960,Pop,33
the everly brothers,"oh, true love",1960,Pop,38
the everly brothers,you thrill me (through and through),1960,Pop,40
fats domino,three nights a week,1960,Pop,36
patti page,with my eyes wide open i'm dreaming,1960,Pop,63
fats domino,don't come knockin',1960,Pop,45
brook benton,september song,1960,Pop,84
the flamingos,you belong to my heart,1960,Pop,63
harry belafonte,a hole in the bucket,1960,Pop,111
sam cooke,sweet leilani,1960,Pop,35
the everly brothers,memories are made of this,1960,Pop,41
the everly brothers,some sweet day,1960,Pop,48
the flamingos,at night,1960,Pop,76
bobby darin,guys and dolls,1960,Pop,47
jackie wilson,"a woman, a lover, a friend",1960,Pop,74
the brothers four,"theme from ""la fayette""",1960,Pop,134
connie francis,summertime in venice,1960,Pop,65
the flamingos,tell me how long,1960,Pop,29
the moody blues,steal your heart away,1960,Pop,59
the flamingos,when i fall in love,1960,Pop,149
miriam makeba,one more dance,1960,Pop,50
the flamingos,tenderly,1960,Pop,129
fats domino,it's the talk of the town,1960,Pop,64
brenda lee,blueberry hill,1960,Pop,28
brenda lee,teach me tonight,1960,Pop,42
the platters,moonlight on the colorado,1960,Pop,26
johnny mathis,don't blame me,1960,Pop,58
mohammed rafi,saathi na koi manzil,1960,Pop,42
ike & tina turner,i had a notion,1960,Pop,32
si zentner,little jazz,1960,Pop,149
neil sedaka,circulate,1960,Pop,64
neil sedaka,sweet little you,1960,Pop,91
neil sedaka,king of clowns,1960,Pop,58
neil sedaka,look inside your heart,1960,Pop,60
bobby darin,somebody to love,1960,Pop,97
neil sedaka,smile,1960,Pop,35
annette funicello,lonely guitar,1960,Pop,43
fats domino,you always hurt the one you love,1960,Pop,32
ike & tina turner,chances are,1960,Pop,153
ike & tina turner,sleepless,1960,Pop,91
annette funicello,i love you,1960,Pop,86
frankie avalon,bobby sox to stockings,1960,Pop,56
eden ahbez,the wanderer,1960,Pop,38
sam cooke,(ain't that) good news,1960,Pop,89
patti page,changing partners,1960,Pop,45
sam cooke,good times,1960,Pop,111
the everly brothers,always it's you,1960,Pop,25
frankie avalon,just ask your heart,1960,Pop,33
the everly brothers,so sad (to watch good love go bad),1960,Pop,36
sam cooke,keep movin' on,1960,Pop,42
the everly brothers,sleepless nights,1960,Pop,20
fats domino,walking to new orleans,1960,Pop,43
sam cooke,soul,1960,Pop,63
sam cooke,unchained melody,1960,Pop,35
brenda lee,sweet nothin's,1960,Pop,73
neil sedaka,breaking up is hard to do,1960,Pop,40
sam cooke,you send me,1960,Pop,23
sam cooke,nothing can change this love,1960,Pop,34
the flamingos,mio amore,1960,Pop,32
fats domino,my girl josephine,1960,Pop,35
bobby vee,devil or angel,1960,Pop,39
dion & the belmonts,i'm through with love,1960,Pop,105
the everly brothers,love hurts,1960,Pop,52
the platters,harbor lights,1960,Pop,45
sam cooke,chain gang,1960,Pop,80
sam cooke,jamaica farewell,1960,Pop,50
sam cooke,"you, you, you",1960,Pop,26
sam cooke,far away places,1960,Pop,49
joan baez,girl of constant sorrow,1960,Pop,41
dion & the belmonts,a lover's prayer,1960,Pop,49
sam cooke,under paris skies,1960,Pop,51
patti page,mockin' bird hill,1960,Pop,38
sam cooke,secret love,1960,Pop,26
sam cooke,venus,1960,Pop,35
the flamingos,bridge of tears,1960,Pop,52
patti page,cross over the bridge,1960,Pop,97
connie francis,return to me,1960,Pop,54
sam cooke,the song from moulin rouge,1960,Pop,40
sam cooke,you're nobody til somebody loves you,1960,Pop,32
neil sedaka,all the words in the world,1960,Pop,75
dion & the belmonts,all the things you are,1960,Pop,76
sam cooke,the great pretender,1960,Pop,51
patti page,i went to your wedding,1960,Pop,53
brenda lee,heading home,1960,Pop,47
brook benton,fools rush in,1960,Pop,61
frankie avalon,i'll wait for you,1960,Pop,21
sam cooke,mona lisa,1960,Pop,34
sam cooke,falling in love,1960,Pop,27
johnny burnette,cincinnati fireball,1960,Pop,84
neil sedaka,don't lead me on,1960,Pop,28
dion & the belmonts,swinging on a star,1960,Pop,71
joan baez,mary hamilton,1960,Pop,106
chubby checker,the jet,1961,Pop,22
andy williams,i'm old fashioned,1961,Pop,65
andy williams,"come to me, bend to me",1961,Pop,73
bobby darin,just friends,1961,Pop,36
the everly brothers,my mammy,1961,Pop,53
brenda lee,cry,1961,Pop,39
the shirelles,blue holiday,1961,Pop,43
bobby vee,mister sandman,1961,Pop,91
brian hyland,paper doll,1961,Pop,44
ben e. king,"love me, love me",1961,Pop,35
the shirelles,the dance is over,1961,Pop,176
judy collins,maid of constant sorrow,1961,Pop,41
the miracles,a heart like mine,1961,Pop,38
the miracles,don't leave me,1961,Pop,46
del shannon,the search,1961,Pop,6
andy williams,the twelfth of never,1961,Pop,60
bobby vee,long lonely nights,1961,Pop,97
brian hyland,baby face,1961,Pop,54
connie francis,how long has this been going on,1961,Pop,29
little richard,joy joy joy,1961,Pop,45
bobby vee,light infatuation,1961,Pop,51
bobby vee,how many tears,1961,Pop,61
shirley bassey,love is a many splendored thing,1961,Pop,44
the everly brothers,when i grow too old to dream,1961,Pop,29
the shirelles,it's mine,1961,Pop,42
the shirelles,what a sweet thing that was,1961,Pop,62
johnny burnette,mona lisa,1961,Pop,45
johnny burnette,oh lonesome me,1961,Pop,52
sue thompson,paper tiger,1961,Pop,63
les paul,am i blue,1961,Pop,16
najat al saghira,إلى حبيبى تسجيل حفلة,1961,Pop,91
les paul,your cheatin' heart,1961,Pop,63
bobby darin,long ago and far away,1961,Pop,39
bobby darin,the more i see you,1961,Pop,50
the everly brothers,bully of the town,1961,Pop,49
the everly brothers,muskrat,1961,Pop,52
the everly brothers,"hi-lili, hi-lo",1961,Pop,19
sam cooke,the song is ended (but the melody lingers on),1961,Pop,44
roy orbison,blue avenue,1961,Pop,40
roy orbison,rock house,1961,Pop,37
jerry lee lewis,hello josephine,1961,Pop,41
ben e. king,perfidia,1961,Pop,44
the marvelettes,so long baby,1961,Pop,76
mary wells,i'm gonna stay,1961,Pop,86
bobby vee,earth angel,1961,Pop,54
steve lawrence,footsteps,1961,Pop,35
sam cooke,they call the wind maria,1961,Pop,58
roy orbison,i'm hurtin',1961,Pop,32
del shannon,misery,1961,Pop,40
lavern baker,saved,1961,Pop,127
chubby checker,the watusi,1961,Pop,110
sam cooke,you belong o me,1961,Pop,44
sam cooke,if i had you (i'd be happy),1961,Pop,18
bobby vee,lollipop,1961,Pop,56
brenda lee,dum dum,1961,Pop,42
dee clark,raindrops,1961,Pop,57
roy orbison,(i'd be) a legend in my time,1961,Pop,35
ben e. king,come closer to me,1961,Pop,33
dion,life is but a dream,1961,Pop,32
sam cooke,"swing low, sweet chariot",1961,Pop,31
johnny burnette,you're sixteen,1961,Pop,48
bobby vee,rubber ball,1961,Pop,133
sam cooke,you're always on my mind,1961,Pop,25
dion,dream lover,1961,Pop,73
roy orbison,only the lonely,1961,Pop,19
del shannon,runaway,1961,Pop,46
harry belafonte,angelina,1961,Pop,60
dion,lonely teenager,1961,Pop,44
bobby vee,more than i can say,1961,Pop,33
bobby darin,it had to be you,1961,Pop,31
dion,the majestic,1961,Pop,61
jerry butler,he will break your heart,1961,Pop,56
roy orbison,raindrops,1961,Pop,42
brenda lee,emotions,1961,Pop,34
dion,lonely world,1961,Pop,62
roy orbison,i can't stop loving you,1961,Pop,44
the marvelettes,happy days,1961,Pop,45
roy orbison,devil doll,1961,Pop,36
del shannon,jody,1961,Pop,17
les paul,"goodnight, irene",1961,Pop,26
brenda lee,will you love me tomorrow,1961,Pop,30
dion,my one and only love,1961,Pop,48
the shirelles,you don't want my love,1961,Pop,62
roy orbison,this kind of love,1961,Pop,26
roy orbison,sweet and easy to love,1961,Pop,38
dee clark,nobody but you,1961,Pop,37
jerry lee lewis,"cold, cold heart",1961,Pop,56
the miracles,won't you take me back,1961,Pop,29
andy williams,tammy,1961,Pop,35
johnny burnette,dream lover,1961,Pop,138
andy williams,danny boy,1961,Pop,36
harry belafonte,bally mena,1961,Pop,114
frankie laine,wanted man,1961,Pop,71
brenda lee,when i fall in love,1961,Pop,26
harry belafonte,land of the sea and sun,1961,Pop,37
roy orbison,twenty-two days,1961,Pop,56
sam cooke,out in the cold again,1961,Pop,39
sam cooke,but not for me,1961,Pop,26
mary wells,please forgive me,1961,Pop,22
brian hyland,angel in my heart,1961,Pop,59
del shannon,day dreams,1961,Pop,20
the marvelettes,oh i apologize,1961,Pop,8
dee clark,hey little girl,1961,Pop,92
dion,fools rush in,1961,Pop,48
chubby checker,the stroll,1961,Pop,123
mary wells,bad boy,1961,Pop,33
dion,havin' fun,1961,Pop,34
eddie cochran,cherished memories,1962,Pop,31
bobby darin,i'll be there,1962,Pop,31
bobby darin,blue skies,1962,Pop,52
dion,lost for sure,1962,Pop,72
the marvelettes,you should know,1962,Pop,86
eddie cochran,love again,1962,Pop,19
shelley fabares,"hi-lilli, hi-lo",1962,Pop,46
the lettermen,dreamer,1962,Pop,29
mary wells,two wrongs don't make a right,1962,Pop,56
eddie cochran,lonely,1962,Pop,30
eddie cochran,little angel,1962,Pop,30
the supremes,your heart belongs to me,1962,Pop,48
eddie cochran,boll weevil song,1962,Pop,69
timi yuro,what's a matter baby (is it hurting you),1962,Pop,57
the lettermen,blueberry hill,1962,Pop,25
little eva,run to her,1962,Pop,32
dion,king without a queen,1962,Pop,53
pat boone,remember you're mine,1962,Pop,47
cliff richard & the shadows,lessons in love,1962,Pop,30
shelley fabares,breaking up is hard to do,1962,Pop,33
pat boone,if dreams came true,1962,Pop,53
pat boone,don't forbid me,1962,Pop,58
roy orbison,(i get so) sentimental,1962,Pop,34
chubby checker,the hucklebuck,1962,Pop,70
pat boone,ain't that a shame,1962,Pop,28
bobby vee,run to him,1962,Pop,34
bobby darin,always,1962,Pop,25
the marvelettes,(i've got to) cry over you,1962,Pop,77
johnny tillotson,earth angel,1962,Pop,30
little eva,sharing you,1962,Pop,18
little eva,uptown,1962,Pop,176
dee dee sharp,i sold my heart to the junkman,1962,Pop,89
jerry vale,you alone (solo tu),1962,Pop,38
cliff richard,(it's) wonderful to be young,1962,Pop,32
the orlons,let me in,1962,Pop,115
gene chandler,baby that's love,1962,Pop,51
gene chandler,so many ways,1962,Pop,52
gene chandler,from day to day,1962,Pop,35
roy orbison,night life,1962,Pop,54
ben e. king,here comes the night,1962,Pop,50
gene chandler,you left me,1962,Pop,80
the supremes,never again,1962,Pop,17
the supremes,play a sad song,1962,Pop,55
the shirelles,big john (ain't you gonna marry me),1962,Pop,63
shelley fabares,love letters,1962,Pop,36
johnny tillotson,dreamy eyes,1962,Pop,45
bobby darin,all by myself,1962,Pop,58
andy williams,a fool never learns,1962,Pop,69
chris montez,you're the one,1962,Pop,7
shelley fabares,true love,1962,Pop,18
shelley fabares,sealed with a kiss,1962,Pop,50
glen campbell,one hundred miles away from home,1962,Pop,50
bobby vee,walkin' with my angel,1962,Pop,41
bobby vee,sharing you,1962,Pop,21
brenda lee,only you (and you alone),1962,Pop,18
chris montez,rocking blues,1962,Pop,25
andy williams,your song,1962,Pop,64
dion,donna the prima donna,1962,Pop,92
georgie fame,the ballad of bonnie & clyde,1962,Pop,80
ben e. king,ecstasy,1962,Pop,56
roy orbison,let's make a memory,1962,Pop,44
bob dylan,"baby, let me follow you down",1962,Pop,55
the shirelles,soldier boy,1962,Pop,24
mary wells,you're my desire,1962,Pop,22
roy orbison,the great pretender,1962,Pop,53
dion,"tonight, tonight",1962,Pop,54
smokey robinson & the miracles,what's so good about goodbye,1962,Pop,65
roy orbison,evergreen,1962,Pop,35
johnny tillotson,take good care of her,1962,Pop,49
"peter, paul and mary",if i had a hammer,1962,Pop,59
andy williams,three coins in the fountain,1962,Pop,37
andy williams,love is a many-splendored thing,1962,Pop,44
andy williams,tonight,1962,Pop,33
roy orbison,love hurts,1962,Pop,44
bobby vinton,long lonely nights,1962,Pop,62
bobby vinton,sealed with a kiss,1962,Pop,50
roy orbison,it's over,1962,Pop,34
bobby vinton,roses are red (my love),1962,Pop,59
the everly brothers,crying in the rain,1962,Pop,46
bobby vinton,mr. lonely,1962,Pop,34
ben e. king,stand by me,1962,Pop,19
roy orbison,crying,1962,Pop,20
bobby vinton,blue on blue,1962,Pop,67
bobby vinton,over and over,1962,Pop,7
andy williams,the impossible dream (the quest),1962,Pop,54
roy orbison,running scared,1962,Pop,28
bobby vinton,i love how you love me,1962,Pop,21
pat boone,love letters in the sand,1962,Pop,30
chubby checker,limbo rock,1962,Pop,57
bob dylan,fixin' to die,1962,Pop,83
roy orbison,the crowd,1962,Pop,34
the shirelles,putty in your hands,1962,Pop,96
the lettermen,smile,1962,Pop,33
roy orbison,she wears my ring,1962,Pop,55
