artist_name,track_name,release_date,genre,len
the stooges,search & destroy,2010,Blues,113
the duprees,the sky's the limit,2010,Blues,52
the california honeydrops,pumpkin pie,2010,Blues,9
buddy guy,stay around a little longer,2010,Blues,100
ty segall,imaginary person,2010,Blues,26
santana,while my guitar gently weeps,2010,Blues,64
the black keys,these days,2010,Blues,56
the black keys,too afraid to love you,2010,Blues,52
the black keys,she's long gone,2010,Blues,37
the black keys,sinister kid,2010,Blues,47
ty segall,finger,2010,Blues,15
the stone foxes,i killed robert johnson,2010,Blues,118
the dead weather,die by the drop,2010,Blues,37
the dead weather,the difference between us,2010,Blues,34
j. roddy walston & the business,brave man's death,2010,Blues,173
galactic,heart of steel (featuring irma thomas),2010,Blues,95
eric clapton,autumn leaves,2010,Blues,73
the dead weather,hustle and cuss,2010,Blues,116
the black angels,telephone,2010,Blues,20
the reverend peyton's big damn band,clap your hands,2010,Blues,78
lukas nelson and promise of the real,don’t lose your mind,2010,Blues,48
buddy whittington,pay the band,2010,Blues,85
grace potter & the nocturnals,hot summer night,2010,Blues,105
the black crowes,cold boy smile,2010,Blues,57
the sheepdogs,i don't get by,2010,Blues,54
justin townes earle,ain't waitin',2010,Blues,56
chuck berry,that's none of your business,2010,Blues,76
traffic,"40,000 headmen",2010,Blues,73
the dead weather,no horse,2010,Blues,47
the dead weather,jawbreaker,2010,Blues,50
jj grey & mofro,georgia warhorse,2010,Blues,60
ty segall,alone,2010,Blues,62
lukas nelson and promise of the real,want me around,2010,Blues,100
possessed by paul james,color of my bloody nose,2010,Blues,105
the black angels,the sniper,2010,Blues,35
the california honeydrops,spreadin' honey,2010,Blues,8
jefferson airplane,jam,2011,Blues,42
joe bonamassa,"well, well",2011,Blues,77
the blackwater fever,the blackwater fever,2011,Blues,45
seasick steve,treasures,2011,Blues,38
joe bonamassa,heartbreaker,2011,Blues,56
hanni el khatib,heartbreak hotel,2011,Blues,49
thee oh sees,crack in your eye,2011,Blues,27
tedeschi trucks band,ball and chain,2011,Blues,18
warren haynes,man in motion,2011,Blues,67
tedeschi trucks band,love has something else to say,2011,Blues,81
tucka,moanin',2011,Blues,146
black lips,spidey's curse,2011,Blues,66
tab benoit,broke and lonely,2011,Blues,67
tedeschi trucks band,learn how to love,2011,Blues,44
the kills,damned if she do,2011,Blues,89
valley of the sun,hearts aflame,2011,Blues,22
the kills,pots and pans,2011,Blues,33
jd mcpherson,dimes for nickles,2011,Blues,102
jonny lang,nice & warm,2011,Blues,50
james leg,drinking too much,2011,Blues,155
jd mcpherson,i can't complain,2011,Blues,58
kenny wayne shepherd,baby the rain must fall,2011,Blues,52
blues traveler,let her and let go,2011,Blues,82
whitesnake,forevermore,2011,Blues,65
steve miller band,close together,2011,Blues,49
graveyard,ungrateful are the dead,2011,Blues,61
black lips,mad dog,2011,Blues,64
kenny wayne shepherd,never lookin' back,2011,Blues,89
gregg allman,little by little,2011,Blues,40
joe bonamassa,the last matador of bayonne,2011,Blues,51
thee oh sees,crushed grass,2011,Blues,24
graveyard,rss,2011,Blues,87
joe bonamassa,you better watch yourself,2011,Blues,41
phish,vultures,2011,Blues,51
albert collins,bring your fine self home,2011,Blues,75
warren haynes,sick of my shadow,2011,Blues,72
joe bonamassa,prisoner,2011,Blues,73
the kills,baby says,2011,Blues,61
1000mods,vidage,2011,Blues,48
cage the elephant,japanese buffalo,2011,Blues,99
the parlor mob,into the sun,2011,Blues,38
cage the elephant,sell yourself,2011,Blues,95
night beats,puppet on a string,2011,Blues,9
cage the elephant,carry me in,2011,Blues,60
the wood brothers,made it up the mountain,2011,Blues,88
thee oh sees,carrion crawler,2011,Blues,30
1000mods,road to burn,2011,Blues,26
cage the elephant,doctor doctor doctor help me help me help me,2011,Blues,30
vintage trouble,gracefully,2011,Blues,59
henrik freischlader,the memory of our love,2011,Blues,55
rufus thomas,sixty minute man,2011,Blues,198
jd mcpherson,a gentle awakening,2011,Blues,59
graveyard,the siren,2011,Blues,138
cage the elephant,sabertooth tiger,2011,Blues,98
joe bonamassa,i'd rather go blind,2011,Blues,102
hanni el khatib,you rascal you,2011,Blues,50
the black keys,sister,2011,Blues,43
the kills,future starts slow,2011,Blues,90
the black keys,dead and gone,2011,Blues,27
the black keys,run right back,2011,Blues,59
tedeschi trucks band,midnight in harlem,2011,Blues,80
the black keys,little black submarines,2011,Blues,75
the black keys,gold on the ceiling,2011,Blues,46
the black keys,lonely boy,2011,Blues,55
the pack a.d.,everyone looks like everyone,2011,Blues,64
the vines,black dragon,2011,Blues,46
black joe lewis & the honeybears,black snake,2011,Blues,74
linda jones,hypnotized,2011,Blues,38
seasick steve,you can't teach and old dog new tricks,2011,Blues,60
the harptones,life is but a dream,2011,Blues,30
dinah washington,what a difference a day makes,2011,Blues,45
ty segall,goodbye bread,2011,Blues,38
klass band brotherhood,sugaa shack,2011,Blues,41
donnie ray,too many mechanics,2011,Blues,125
graveyard,"no good, mr holden",2011,Blues,115
the kills,heart is a beating drum,2011,Blues,77
thee oh sees,if i stay too long,2011,Blues,44
warren haynes,hattiesburg hustle,2011,Blues,76
7horse,blackjack moon,2011,Blues,176
phish,meatstick,2011,Blues,151
fatoumata diawara,kanou,2011,Blues,100
rival sons,soul,2011,Blues,71
steve miller band,snatch it back and hold it,2011,Blues,129
the wood brothers,smoke ring halo,2011,Blues,82
beans & fatback,ready (feat. kris berry),2011,Blues,52
the wood brothers,blue and green,2011,Blues,36
anders osborne,black tar,2012,Blues,50
julian sas,life on the line,2012,Blues,26
buddy guy,boom boom/strange brew,2012,Blues,61
black pistol fire,stripes or keys,2012,Blues,6
the white stripes,red death at 6:14,2012,Blues,33
grace potter & the nocturnals,keepsake,2012,Blues,78
wendell b,work,2012,Blues,125
heartless bastards,the arrow killed the beast,2012,Blues,58
cage the elephant,psycho killer,2012,Blues,41
dr. john,you lie,2012,Blues,99
anders osborne,louisiana gold,2012,Blues,63
dr. john,god's sure good,2012,Blues,99
the heavy,just my luck,2012,Blues,43
grace potter & the nocturnals,roulette,2012,Blues,60
parker millsap,central pacific (feat. michael rose),2012,Blues,79
all them witches,bloodhounds,2012,Blues,39
heartless bastards,simple feeling,2012,Blues,81
philip sayce,blood on your hands,2012,Blues,66
grace potter & the nocturnals,one heart missing,2012,Blues,45
thee oh sees,lupine dominus,2012,Blues,41
all them witches,guns,2012,Blues,50
zz top,i gotsta get paid,2012,Blues,78
the heavy,the lonesome road,2012,Blues,53
shovels & rope,tickin' bomb,2012,Blues,38
galactic,karate,2012,Blues,166
the sheepdogs,feeling good,2012,Blues,76
joe walsh,wrecking ball,2012,Blues,96
heartless bastards,down in the canyon,2012,Blues,48
ty segall,time,2012,Blues,29
all them witches,the urn,2012,Blues,29
john the conqueror,lucille,2012,Blues,84
anders osborne,send me a friend,2012,Blues,30
sweet,you spin me right round (like a record),2012,Blues,152
black pistol fire,busted and blue,2012,Blues,32
the heavy,what makes a good man?,2012,Blues,43
blues traveler,things are looking up,2012,Blues,102
ty segall,ghost,2012,Blues,31
joe bonamassa,a place in my heart,2012,Blues,53
beth hart,better man,2012,Blues,51
the fleetwoods,waking up alone,2012,Blues,195
justin townes earle,am i that lonely tonight?,2012,Blues,50
bo carter,warm my weiner,2012,Blues,101
rival sons,run from revelation,2012,Blues,41
beth hart,with you everyday,2012,Blues,36
beth hart,baddest blues,2012,Blues,42
louis prima,all night long,2012,Blues,47
ted nugent,tooth fang & claw,2012,Blues,152
robert cray,sadder days,2012,Blues,50
jack white,love interruption,2012,Blues,72
lincoln durham,how does a crow fly,2012,Blues,51
lincoln durham,mud puddles,2012,Blues,44
heartless bastards,late in the night,2012,Blues,50
the delta saints,death letter jubilee,2012,Blues,59
joe walsh,one day at a time,2012,Blues,60
all them witches,elk.blood.heart,2012,Blues,24
dr. john,revolution,2012,Blues,61
the spaniels,"goodnight, sweetheart, goodnight",2012,Blues,60
gary clark jr.,please come home,2012,Blues,46
jack white,trash tongue talker,2012,Blues,45
gary clark jr.,blak and blu,2012,Blues,85
gary clark jr.,breakdown,2012,Blues,76
jack white,weep themselves to sleep,2012,Blues,33
the bones of j.r. jones,sing sing,2012,Blues,73
grace potter & the nocturnals,timekeeper,2012,Blues,81
jane's addiction,sympathy for the devil,2012,Blues,107
black pistol fire,beelzebub,2012,Blues,39
the heavy,be mine,2012,Blues,30
the kills,one silver dollar,2012,Blues,60
the black keys,the baddest man alive,2012,Blues,121
dr. john,locked down,2012,Blues,67
jack white,take me with you when you go,2012,Blues,26
walter trout,pray for rain,2012,Blues,47
gary clark jr.,the life,2012,Blues,110
rival sons,keep on swinging,2012,Blues,44
jack white,love is blindness,2012,Blues,58
the clovers,wrapped up in a dream,2012,Blues,26
sweet,gold on the ceiling,2012,Blues,40
grace potter & the nocturnals,turntable,2012,Blues,72
bonnie raitt,used to rule the world,2012,Blues,77
dr. john,ice age,2012,Blues,87
robert cray,i'm done cryin',2012,Blues,65
muddy waters,you’re gonna miss me when i’m gone,2012,Blues,65
lukas nelson and promise of the real,can you hear me love you,2012,Blues,34
dr. john,"my children, my angels",2012,Blues,29
the reverend peyton's big damn band,devils look like angels,2012,Blues,121
jack white,blues on two trees,2012,Blues,40
cage the elephant,the lonesome death of hattie carroll,2012,Blues,154
muddy waters,champagne and reefer,2012,Blues,112
levon helm,toast to freedom,2012,Blues,98
band of skulls,the devil takes care of his own,2012,Blues,77
black pistol fire,crows feet,2012,Blues,56
bigg robb,hit it from the back (feat. l.j. echols),2012,Blues,84
lincoln durham,reckoning lament,2012,Blues,70
the heavy eyes,levantado,2012,Blues,18
joe walsh,analog man,2012,Blues,80
blues saraceno,evil ways,2012,Blues,59
ray charles,till there was you,2013,Blues,19
deap vally,walk of shame,2013,Blues,60
hanni el khatib,save me,2013,Blues,34
ray charles,imagine,2013,Blues,38
jonny lang,we are the same,2013,Blues,147
night beats,outta mind,2013,Blues,4
thee oh sees,maze fancier,2013,Blues,34
thee oh sees,tunnel time,2013,Blues,21
the shouting matches,i'll be true,2013,Blues,28
the shouting matches,i need a change,2013,Blues,43
jonny lang,not right,2013,Blues,132
dead meadow,six to let the light shine thru,2013,Blues,37
jj grey & mofro,the ballad of larry webb,2013,Blues,52
charles brown,please come home for christmas,2013,Blues,52
buddy guy,the devil's daughter,2013,Blues,63
jonny lang,breakin' in,2013,Blues,43
buddy guy,i go by feel,2013,Blues,59
white denim,corsicana lemonade,2013,Blues,81
blues saraceno,hangin' tree,2013,Blues,65
shawn james & the shapeshifters,the wild one,2013,Blues,51
black rebel motorcycle club,rival,2013,Blues,98
possessed by paul james,there will be nights when i'm lonely,2013,Blues,69
tyler bryant & the shakedown,downtown tonight,2013,Blues,77
taj mahal,tear this cabin down,2013,Blues,105
queens of the stone age,my god is the sun,2013,Blues,37
king khan and the shrines,bite my tongue,2013,Blues,61
eric clapton,still got the blues,2013,Blues,31
ray charles,if i could,2013,Blues,51
john fogerty,wrote a song for everyone,2013,Blues,98
"albert hammond, jr.",strange tidings,2013,Blues,40
samantha fish,miles to go,2013,Blues,42
thee oh sees,sweets helicopter,2013,Blues,12
gov't mule,world boss,2013,Blues,66
black rebel motorcycle club,returning,2013,Blues,72
white denim,let it feel good (my eagles),2013,Blues,76
white denim,limited by stature,2013,Blues,36
the black crowes,tonight i'll be staying here with you,2013,Blues,50
shawn james & the shapeshifters,chapter v: the raven mocker,2013,Blues,45
j. roddy walston & the business,sweat shock,2013,Blues,31
j. roddy walston & the business,same days,2013,Blues,91
samantha fish,let's have some fun,2013,Blues,81
the shouting matches,house call,2013,Blues,27
thee oh sees,minotaur,2013,Blues,34
the go,tease my ears,2013,Blues,91
charlie parr,cheap wine,2013,Blues,126
henrik freischlader,point of view,2013,Blues,30
jj grey & mofro,write a letter,2013,Blues,100
tedeschi trucks band,misunderstood,2013,Blues,83
bombino,amidinine,2013,Blues,39
tedeschi trucks band,all that i need,2013,Blues,66
lincoln durham,ballad of a prodigal son,2013,Blues,50
all them witches,the marriage of coyote woman,2013,Blues,44
tedeschi trucks band,calling out to you,2013,Blues,55
all them witches,when god comes back,2013,Blues,34
cage the elephant,hypocrite,2013,Blues,69
the wood brothers,sing about it,2013,Blues,58
tedeschi trucks band,part of me,2013,Blues,70
all them witches,charles william,2013,Blues,59
tedeschi trucks band,sweet and low,2013,Blues,60
tedeschi trucks band,it's so heavy,2013,Blues,56
reignwolf,in the dark,2013,Blues,25
the blackwater fever,don't fuck with joe,2013,Blues,112
jamie n commons,the preacher,2013,Blues,81
the black angels,don't play with guns,2013,Blues,42
ray charles,a song for you,2013,Blues,54
tedeschi trucks band,made up mind,2013,Blues,70
thee oh sees,toe cutter,2013,Blues,14
white denim,a place to start,2013,Blues,34
the black angels,holland,2013,Blues,40
the blackwater fever,can't help yourself,2013,Blues,33
jamie n commons,wash me in the water,2013,Blues,57
aynsley lister,home,2013,Blues,67
welshly arms,two seconds too late,2013,Blues,49
the black angels,indigo meadow,2013,Blues,72
buddy guy,one day away,2013,Blues,16
possessed by paul james,songs we used to sing,2013,Blues,103
thee oh sees,night crawler,2013,Blues,24
bombino,imuhar,2013,Blues,47
shawn james & the shapeshifters,son of the wolf,2013,Blues,50
the black angels,evil things,2013,Blues,68
the wood brothers,losin' streak,2013,Blues,31
patrick sweany,working for you,2013,Blues,117
hanni el khatib,pay no mind,2013,Blues,56
mike zito,death row,2013,Blues,38
keef hartley band,too much thinking,2013,Blues,134
the shouting matches,seven sisters,2013,Blues,32
mike zito,gone to texas,2013,Blues,197
jimi hendrix,villanova junction blues,2013,Blues,13
the california honeydrops,carolina peach,2013,Blues,29
night beats,playing dead,2013,Blues,77
all them witches,funeral for a great drunken bird,2013,Blues,15
larkin poe,crown of fire,2014,Blues,107
welshly arms,hush,2014,Blues,190
eric clapton,songbird (feat. willie nelson),2014,Blues,60
lukas nelson and promise of the real,living it up,2014,Blues,81
tucka,what's your flavor,2014,Blues,128
otis spann,bird in a cage,2014,Blues,62
kenny wayne shepherd,i love the life i live,2014,Blues,57
joanne shaw taylor,mud honey,2014,Blues,72
blues saraceno,mercy train,2014,Blues,30
joe bonamassa,oh beautiful!,2014,Blues,30
death from above 1979,the physical world,2014,Blues,35
eric clapton,don't wait (feat. john mayer),2014,Blues,28
rival sons,play the fool,2014,Blues,57
the brian jonestown massacre,what you isn't,2014,Blues,21
band of skulls,hoochie coochie,2014,Blues,85
ty segall,the faker,2014,Blues,37
wolfmother,how many times,2014,Blues,20
greenleaf,ocean deep,2014,Blues,97
benjamin booker,slow coming,2014,Blues,69
phish,the line,2014,Blues,113
the spits,2018,2014,Blues,49
wolfmother,tall ships,2014,Blues,32
black lips,make you mine,2014,Blues,34
rival sons,good luck,2014,Blues,99
the black angels,the executioner,2014,Blues,87
royal blood,loose change,2014,Blues,133
joe bonamassa,"so, what would i do",2014,Blues,57
eric clapton,crying eyes (feat. christine lakeland and derek trucks),2014,Blues,24
gov't mule,money,2014,Blues,75
royal blood,figure it out,2014,Blues,67
the black angels,an occurrence at 4507 south third street,2014,Blues,45
fantastic negrito,nobody makes money,2014,Blues,155
josefus,crazy man,2014,Blues,104
eric clapton,starbound (feat. willie nelson and derek trucks),2014,Blues,36
seth walker,another day,2014,Blues,47
joe bonamassa,get back my tomorrow,2014,Blues,57
tinariwen,arhegh danagh,2014,Blues,23
gary clark jr.,when the sun goes down,2014,Blues,51
kongos,escape,2014,Blues,68
royal blood,hole,2014,Blues,68
larkin poe,don't,2014,Blues,38
blues saraceno,the wicked,2014,Blues,41
scott h. biram,jack of diamonds,2014,Blues,87
andy frasco & the u.n.,smoking dope n rock n roll,2014,Blues,91
blues saraceno,when the devil calls,2014,Blues,120
ella fitzgerald,sunshine of your love,2014,Blues,47
royal blood,you can be so cruel,2014,Blues,47
the black keys,year in review,2014,Blues,44
jack white,lazaretto,2014,Blues,77
blues saraceno,dogs of war,2014,Blues,94
the black keys,bullet in the brain,2014,Blues,45
the black keys,10 lovers,2014,Blues,41
the black keys,fever,2014,Blues,81
jack white,that black bat licorice,2014,Blues,127
royal blood,blood hands,2014,Blues,107
royal blood,better strangers,2014,Blues,108
ty segall,the singer,2014,Blues,26
rival sons,open my eyes,2014,Blues,105
tinariwen,chaghaybou,2014,Blues,52
lukas nelson and promise of the real,little girl,2014,Blues,69
toumani diabaté,rachid ouiguini,2014,Blues,118
santana,dar um jeito (we will find a way) [the official 2014 fifa world cup anthem] (feat. avicii & alexandre pires),2014,Blues,51
ruthie foster,singing the blues,2014,Blues,117
"bernard ""pretty"" purdie",song for aretha,2014,Blues,104
the pack a.d.,needles,2014,Blues,56
the vines,killin the planet,2014,Blues,47
linsey alexander,call my wife,2014,Blues,126
tucka,"move something (remix, pt. 2)",2014,Blues,191
jack white,i think i found the culprit,2014,Blues,22
ty segall,manipulator,2014,Blues,31
black pistol fire,alabama coldcock,2014,Blues,67
reignwolf,lonely sunday,2014,Blues,33
bo diddley,our love will never go,2014,Blues,25
welshly arms,hold on i'm coming,2014,Blues,68
little hurricane,sheep in wolves clothes,2014,Blues,50
gov't mule,have a cigar,2014,Blues,43
keb' mo',old me better,2014,Blues,101
blues saraceno,heroes dress in black,2014,Blues,51
thee oh sees,poor queen,2015,Blues,46
"albert hammond, jr.",coming to getcha,2015,Blues,68
anderson east,lying in her arms,2015,Blues,53
beth hart,mama this one's for you,2015,Blues,118
tyler bryant & the shakedown,devil's keep,2015,Blues,68
walter trout,playin' hideaway,2015,Blues,81
jd mcpherson,it’s all over but the shouting,2015,Blues,57
the sheepdogs,bad lieutenant,2015,Blues,26
the yawpers,american man,2015,Blues,102
blues saraceno,run on,2015,Blues,117
samantha fish,highway's holding me now,2015,Blues,87
the devil and the almighty blues,the ghost of charlie barracuda,2015,Blues,41
all them witches,call me star,2015,Blues,19
anderson east,lonely,2015,Blues,69
all them witches,blood and sand / milk and endless waters,2015,Blues,63
the dead weather,lose the right,2015,Blues,53
debbie davies,life of the party,2015,Blues,105
anderson east,keep the fire burning,2015,Blues,70
hanni el khatib,melt me,2015,Blues,70
shovels & rope,nothing takes the place of you,2015,Blues,29
jd mcpherson,bridgebuilder,2015,Blues,57
rick derringer,demolition,2015,Blues,21
thee oh sees,lupine ossuary,2015,Blues,9
all them witches,dirt preachers,2015,Blues,66
alex chilton,all of the time,2015,Blues,59
"albert hammond, jr.",touché,2015,Blues,74
warren haynes,stranded in self-pity,2015,Blues,62
the robert cray band,bad influence,2015,Blues,68
"albert hammond, jr.",power hungry,2015,Blues,95
omar cunningham,"sweet, sweet",2015,Blues,177
etta james,don't blame me,2015,Blues,26
buddy guy,(baby) you got what it takes,2015,Blues,50
the london souls,steady,2015,Blues,44
the devil and the almighty blues,root to root,2015,Blues,71
blues traveler,right here waiting for you (feat. bowling for soup),2015,Blues,85
warren haynes,is it me or you,2015,Blues,69
walter trout,almost gone,2015,Blues,108
tyree neal,bring it on home,2015,Blues,57
tyler bryant & the shakedown,loaded dice & buried money,2015,Blues,154
"albert hammond, jr.",losing touch,2015,Blues,79
blues saraceno,bad man,2015,Blues,32
the arcs,cold companion,2015,Blues,40
eagles of death metal,save a prayer,2015,Blues,85
the california honeydrops,long way,2015,Blues,99
the marcus king band,dyin',2015,Blues,74
them,here comes the night,2015,Blues,70
buddy guy,born to play guitar,2015,Blues,68
the arcs,my mind,2015,Blues,67
tedeschi trucks band,the sky is crying – live at spotify nyc,2015,Blues,124
"albert hammond, jr.",caught by my shadow,2015,Blues,58
cage the elephant,how are you true,2015,Blues,67
the dead weather,i feel love (every million miles),2015,Blues,78
black pistol fire,suffocation blues,2015,Blues,54
cage the elephant,sweetie little jean,2015,Blues,76
the arcs,put a flower in your pocket,2015,Blues,54
leon bridges,so long,2015,Blues,44
the arcs,pistol made of bones,2015,Blues,34
galactic,does it really make a difference (feat. mavis staples),2015,Blues,62
welshly arms,never meant to be,2015,Blues,40
blues saraceno,evil ways (justice mix),2015,Blues,79
fantastic negrito,an honest man,2015,Blues,96
cage the elephant,that's right,2015,Blues,77
the arcs,searching the blue,2015,Blues,53
thee oh sees,palace doctor,2015,Blues,41
warren haynes,that smell,2015,Blues,84
the wood brothers,singin' to strangers,2015,Blues,61
gary clark jr.,byob,2015,Blues,22
thee oh sees,withered hand,2015,Blues,26
anderson east,"find 'em, fool 'em and forget 'em",2015,Blues,64
north mississippi allstars,back together,2015,Blues,11
philip sayce,sailin' shoes,2015,Blues,118
jj grey & mofro,home in the sky,2015,Blues,61
eagles of death metal,silverlake (k.s.o.f.m.),2015,Blues,136
the wood brothers,without desire,2015,Blues,56
the sheepdogs,downtown,2015,Blues,64
jj grey & mofro,everything is a song,2015,Blues,102
all them witches,open passageways,2015,Blues,31
the marcus king band,opie,2015,Blues,123
the reverend peyton's big damn band,pot roast and kisses,2015,Blues,104
gov't mule,simple man,2015,Blues,39
the wood brothers,raindrop,2015,Blues,32
wolfmother,baroness,2016,Blues,68
kongos,the world would run better,2016,Blues,76
radio moscow,250 miles/brain cycles,2016,Blues,113
black pistol fire,wake the riot,2016,Blues,71
the detroit cobras,shout bamalama,2016,Blues,79
joe bonamassa,distant lonesome train,2016,Blues,52
charlie parr,hobo,2016,Blues,82
the kills,black tar,2016,Blues,61
jeff beck,shame,2016,Blues,65
wendell b,where were you last night,2016,Blues,89
white denim,there's a brain in my head,2016,Blues,83
joe bonamassa,"some other day, some other time",2016,Blues,52
rival sons,fade out,2016,Blues,26
beth hart,jazz man,2016,Blues,72
muddy magnolias,why don't you stay?,2016,Blues,189
thee oh sees,gelatinous cube,2016,Blues,24
muddy magnolias,it ain't easy,2016,Blues,70
thee oh sees,ticklish warrior,2016,Blues,29
the spencer davis group,short change,2016,Blues,87
janis joplin,careless love,2016,Blues,33
anders osborne,move back to mississippi,2016,Blues,15
white denim,just dropped in (to see what condition my condition is in),2016,Blues,55
bob weir,gonesville,2016,Blues,66
eric clapton,got to get better in a little while (with j. j. cale),2016,Blues,100
parker millsap,hands up,2016,Blues,80
snowy white,how was it for you,2016,Blues,71
gary hoey,boxcar blues,2016,Blues,56
phish,axilla i,2016,Blues,42
jeff beck,right now,2016,Blues,103
dave edmunds,king of love,2016,Blues,64
wolfmother,the simple life,2016,Blues,47
jamie n commons,low life,2016,Blues,128
lukas nelson and promise of the real,(forget about) georgia,2016,Blues,103
thee oh sees,dead man's gun,2016,Blues,61
the heavy,miss california,2016,Blues,85
jeff beck,shrine,2016,Blues,74
jeff beck,the revolution will be televised,2016,Blues,72
bob weir,lay my lily down,2016,Blues,80
rival sons,black coffee,2016,Blues,139
anders osborne,lafayette,2016,Blues,129
the marcus king band,devil’s land,2016,Blues,46
rival sons,tied up,2016,Blues,36
the bones of j.r. jones,hammers and nails,2016,Blues,72
tedeschi trucks band,in every heart,2016,Blues,73
avail hollywood,twenty five and up,2016,Blues,66
little hurricane,haunted heart,2016,Blues,39
rival sons,hollow bones pt. 1,2016,Blues,69
the marcus king band,guitar in my hands,2016,Blues,27
rival sons,thundering voices,2016,Blues,69
the marcus king band,radio soldier,2016,Blues,41
kongos,take it from me,2016,Blues,76
the kills,doing it to death,2016,Blues,71
tedeschi trucks band,anyhow,2016,Blues,66
leon bridges,mississippi kisses,2016,Blues,84
dorothy,gun in my hand,2016,Blues,46
the arcs,lake superior,2016,Blues,109
leon bridges,here in my arms,2016,Blues,45
dorothy,wicked ones,2016,Blues,35
leon bridges,there she goes,2016,Blues,88
dorothy,medicine man,2016,Blues,56
dorothy,whiskey fever,2016,Blues,83
reignwolf,hardcore,2016,Blues,55
parker millsap,hades pleads,2016,Blues,51
leon bridges,outta line,2016,Blues,123
phish,waiting all night,2016,Blues,39
dorothy,raise hell,2016,Blues,120
deap vally,royal jelly,2016,Blues,76
anderson east,learning,2016,Blues,87
eric clapton,layla (with j. j. cale),2016,Blues,87
black pistol fire,hard luck,2016,Blues,95
allen toussaint,american tune,2016,Blues,102
tedeschi trucks band,right on time,2016,Blues,52
robert randolph & the family band,got soul,2016,Blues,16
dr. john,the bare necessities,2016,Blues,90
seth walker,call my name,2016,Blues,162
the record company,feels so good,2016,Blues,146
left lane cruiser,the pusher,2016,Blues,70
joe bonamassa,what i've known for a very long time,2016,Blues,77
jamie n commons,not gonna break me,2016,Blues,71
joe bonamassa,going down,2016,Blues,24
black mountain,space to bakersfield,2016,Blues,19
jamie n commons,glory,2016,Blues,54
tedeschi trucks band,keep on growing,2016,Blues,75
sir charles jones,i'm going down slow,2016,Blues,62
benjamin booker,right on you,2017,Blues,51
the black angels,life song,2017,Blues,62
goodbye june,good side,2017,Blues,120
the black angels,estimate,2017,Blues,48
black pistol fire,hearts of habit,2017,Blues,88
death from above 1979,all i c is u & me,2017,Blues,76
black pistol fire,fever breaks,2017,Blues,84
albert castiglia,hoodoo on me,2017,Blues,61
thee oh sees,keys to the castle,2017,Blues,52
gov't mule,pressure under fire,2017,Blues,103
lukas nelson and promise of the real,if i started over,2017,Blues,75
samantha fish,hello stranger,2017,Blues,51
all them witches,internet,2017,Blues,61
tinariwen,hayati,2017,Blues,146
the delta saints,sun god,2017,Blues,49
hanni el khatib,paralyzed,2017,Blues,68
lukas nelson and promise of the real,breath of my baby,2017,Blues,73
robert plant,carry fire,2017,Blues,49
death from above 1979,outrage! is now,2017,Blues,50
samantha fish,chills & fever,2017,Blues,79
the allman brothers band,ain't wasting time no more (live),2017,Blues,32
larkin poe,look away,2017,Blues,157
gov't mule,burning point,2017,Blues,90
the black crowes,wyoming and me,2017,Blues,45
shovels & rope,death or glory,2017,Blues,117
benjamin booker,overtime,2017,Blues,51
the delta saints,young and crazy,2017,Blues,86
fantastic negrito,about a bird,2017,Blues,60
death from above 1979,holy books,2017,Blues,55
the delta saints,are you,2017,Blues,59
ron gallo,poor traits of the artist,2017,Blues,35
savoy brown,why did you hoodoo me,2017,Blues,50
ronnie earl,southside stomp,2017,Blues,100
tedeschi trucks band,i pity the fool,2017,Blues,116
j. roddy walston & the business,blade of truth,2017,Blues,109
band of rascals,holler,2017,Blues,84
shovels & rope,the air that i breathe,2017,Blues,58
gina sicilia,they never pay me,2017,Blues,193
the stooges,till the end of the night,2017,Blues,46
robin trower,if you believe in me,2017,Blues,47
the black angels,medicine,2017,Blues,65
j. roddy walston & the business,bad habits,2017,Blues,89
death from above 1979,statues,2017,Blues,60
black pistol fire,eastside racket,2017,Blues,60
alice cooper,paranormal,2017,Blues,37
shovels & rope,epic,2017,Blues,71
samantha fish,american dream,2017,Blues,75
jd mcpherson,desperate love,2017,Blues,62
krokus,rockin' in the free world,2017,Blues,26
black pistol fire,coattails,2017,Blues,80
big yayo,cowgirl (feat. j wonn & t baby),2017,Blues,53
gregg allman,going going gone,2017,Blues,57
radio moscow,new beginning,2017,Blues,64
black pistol fire,speak of the devil,2017,Blues,80
lukas nelson and promise of the real,set me down on a cloud,2017,Blues,155
goodbye june,man of the moment,2017,Blues,39
vintage trouble,knock me out,2017,Blues,100
queens of the stone age,un-reborn again,2017,Blues,194
larkin poe,john the revelator,2017,Blues,103
the black angels,currency,2017,Blues,60
dan auerbach,livin' in sin,2017,Blues,54
all them witches,am i going up?,2017,Blues,30
the record company,baby i'm broken,2017,Blues,96
death from above 1979,nomad,2017,Blues,42
queens of the stone age,feet don't fail me,2017,Blues,107
royal blood,i only lie when i love you,2017,Blues,42
death from above 1979,freeze me,2017,Blues,53
cage the elephant,whole wide world,2017,Blues,97
greta van fleet,black smoke rising,2017,Blues,90
queens of the stone age,fortress,2017,Blues,76
jonny lang,make it move,2017,Blues,60
dan auerbach,stand by my girl,2017,Blues,76
royal blood,hole in your heart,2017,Blues,68
coco montoya,before the bullets fly,2017,Blues,125
the black angels,comanche moon,2017,Blues,46
ron gallo,temporary slave,2017,Blues,77
ron gallo,kill the medicine man,2017,Blues,39
gov't mule,traveling tune,2017,Blues,98
the black angels,i'd kill for her,2017,Blues,45
